epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,7107.65,0.14364,0.74104,0.14355,0.14767,0.84175,1,1,0.995,0.98591,1,1,0.995,0.81386,0.23055,0.81374,0.12704,0.2133,0.52976,0.00053876,0.00053876,0.00053876
371,7126.82,0.14469,0.79084,0.1348,0.15225,0.84744,1,1,0.995,0.98591,1,1,0.995,0.82696,0.22979,0.7894,0.1269,0.21095,0.53137,0.0005348,0.0005348,0.0005348
372,7145.83,0.1475,0.75533,0.13084,0.14696,0.85047,1,1,0.995,0.98135,1,1,0.995,0.82643,0.21813,0.80911,0.1275,0.20162,0.53147,0.00053084,0.00053084,0.00053084
373,7164.73,0.14843,0.77047,0.14489,0.14938,0.85135,1,1,0.995,0.981,1,1,0.995,0.82123,0.22155,0.80443,0.1352,0.21594,0.53185,0.00052688,0.00052688,0.00052688
374,7183.48,0.14474,0.81535,0.13067,0.14956,0.86299,1,1,0.995,0.98394,1,1,0.995,0.83847,0.23141,0.74504,0.13786,0.22151,0.54115,0.00052292,0.00052292,0.00052292
375,7202.75,0.15329,0.83382,0.13413,0.15242,0.85768,1,1,0.995,0.98777,1,1,0.995,0.82526,0.22432,0.79581,0.12749,0.23019,0.5217,0.00051896,0.00051896,0.00051896
376,7222.05,0.14482,0.75184,0.13483,0.15233,0.85908,1,1,0.995,0.99284,1,1,0.995,0.79864,0.22661,0.86082,0.13021,0.21994,0.52703,0.000515,0.000515,0.000515
377,7241.74,0.14444,0.71742,0.13198,0.15099,0.85374,0.99829,1,0.995,0.98355,0.99829,1,0.995,0.78001,0.23386,0.92774,0.12844,0.21204,0.52949,0.00051104,0.00051104,0.00051104
378,7261.75,0.14634,0.767,0.14342,0.14856,0.84211,1,1,0.995,0.98583,1,1,0.995,0.79453,0.21458,0.85938,0.1239,0.20563,0.51263,0.00050708,0.00050708,0.00050708
379,7281.62,0.15164,0.74501,0.13338,0.14997,0.84853,1,1,0.995,0.98872,1,1,0.995,0.80447,0.2138,0.84489,0.12334,0.20451,0.51229,0.00050312,0.00050312,0.00050312
380,7301.5,0.14022,0.7743,0.13972,0.14736,0.84568,1,1,0.995,0.98969,1,1,0.995,0.79939,0.22246,0.8702,0.11935,0.20729,0.5192,0.00049916,0.00049916,0.00049916
381,7321.42,0.14209,0.7788,0.13734,0.14612,0.85136,1,1,0.995,0.98931,1,1,0.995,0.80209,0.22421,0.85522,0.12864,0.21333,0.52384,0.0004952,0.0004952,0.0004952
382,7340.73,0.14137,0.71121,0.13683,0.14199,0.85176,1,1,0.995,0.98774,1,1,0.995,0.8297,0.23855,0.81333,0.1284,0.2239,0.5318,0.00049124,0.00049124,0.00049124
383,7359.96,0.13532,0.6883,0.1342,0.14536,0.83707,1,1,0.995,0.98248,1,1,0.995,0.86463,0.23498,0.79476,0.12965,0.23022,0.52479,0.00048728,0.00048728,0.00048728
384,7379.44,0.14368,0.73422,0.12925,0.14767,0.86982,0.99828,1,0.995,0.99158,0.99828,1,0.995,0.82868,0.23415,0.79578,0.13271,0.24258,0.52503,0.00048332,0.00048332,0.00048332
385,7398.54,0.13768,0.68606,0.13242,0.14276,0.85357,0.9983,1,0.995,0.9915,0.9983,1,0.995,0.82395,0.23855,0.83484,0.13528,0.23111,0.53653,0.00047936,0.00047936,0.00047936
386,7418,0.14926,0.67267,0.14034,0.14735,0.84979,1,1,0.995,0.995,1,1,0.995,0.83532,0.23265,0.81898,0.13916,0.22293,0.54259,0.0004754,0.0004754,0.0004754
387,7437,0.14447,0.72759,0.13709,0.14489,0.85238,1,1,0.995,0.995,1,1,0.995,0.84659,0.24822,0.812,0.13636,0.23586,0.54419,0.00047144,0.00047144,0.00047144
388,7456.1,0.14563,0.70972,0.13599,0.1488,0.85831,1,1,0.995,0.98681,1,1,0.995,0.82453,0.23863,0.84002,0.13282,0.2339,0.5424,0.00046748,0.00046748,0.00046748
389,7475.49,0.14108,0.70009,0.13203,0.14239,0.85459,0.99826,1,0.995,0.98691,0.99826,1,0.995,0.81882,0.23938,0.80465,0.133,0.23516,0.54502,0.00046352,0.00046352,0.00046352
390,7494.76,0.13265,0.71732,0.12695,0.14399,0.84888,1,1,0.995,0.98757,1,1,0.995,0.83026,0.22907,0.78834,0.13114,0.24966,0.53313,0.00045956,0.00045956,0.00045956
391,7513.73,0.14323,0.68513,0.13388,0.14297,0.84481,1,1,0.995,0.98727,1,1,0.995,0.82014,0.24518,0.8158,0.13262,0.24709,0.54172,0.0004556,0.0004556,0.0004556
392,7532.85,0.13557,0.71029,0.13286,0.1453,0.85396,1,1,0.995,0.98571,1,1,0.995,0.80364,0.23979,0.88372,0.13011,0.23111,0.55014,0.00045164,0.00045164,0.00045164
393,7551.78,0.14712,0.71114,0.13957,0.14802,0.85684,1,1,0.995,0.97657,1,1,0.995,0.83207,0.2389,0.84116,0.13023,0.22177,0.54507,0.00044768,0.00044768,0.00044768
394,7570.8,0.14208,0.73745,0.13178,0.14153,0.84494,1,1,0.995,0.99052,1,1,0.995,0.80664,0.2141,0.78883,0.12945,0.22763,0.51772,0.00044372,0.00044372,0.00044372
395,7589.97,0.13598,0.68869,0.13582,0.13713,0.85667,0.99826,1,0.995,0.98561,0.99826,1,0.995,0.81927,0.23139,0.79781,0.12617,0.22974,0.52978,0.00043976,0.00043976,0.00043976
396,7609.3,0.13787,0.69844,0.1366,0.1394,0.8549,0.99829,1,0.995,0.98434,0.99829,1,0.995,0.81227,0.22163,0.77073,0.1202,0.21645,0.5148,0.0004358,0.0004358,0.0004358
397,7628.63,0.14736,0.75662,0.13051,0.14244,0.85377,0.99828,1,0.995,0.98964,0.99828,1,0.995,0.82529,0.21337,0.77101,0.11869,0.20786,0.50886,0.00043184,0.00043184,0.00043184
398,7647.66,0.14788,0.74926,0.12847,0.14042,0.86906,1,1,0.995,0.99184,1,1,0.995,0.81484,0.21477,0.84145,0.11807,0.21774,0.50257,0.00042788,0.00042788,0.00042788
399,7667.48,0.14231,0.72139,0.13827,0.14329,0.86788,1,1,0.995,0.98981,1,1,0.995,0.82028,0.21478,0.84467,0.12338,0.21627,0.51182,0.00042392,0.00042392,0.00042392
400,7686.78,0.14098,0.71962,0.1336,0.14502,0.85082,1,1,0.995,0.99351,1,1,0.995,0.81992,0.21501,0.83299,0.12342,0.22173,0.50553,0.00041996,0.00041996,0.00041996
401,7706.25,0.13573,0.68102,0.12941,0.13869,0.85324,1,1,0.995,0.98613,1,1,0.995,0.80605,0.2132,0.78988,0.12596,0.22351,0.50635,0.000416,0.000416,0.000416
402,7726.7,0.13755,0.64893,0.13159,0.13983,0.85256,1,1,0.995,0.98634,1,1,0.995,0.83462,0.21569,0.74772,0.12711,0.22659,0.5112,0.00041204,0.00041204,0.00041204
403,7746.9,0.14231,0.68854,0.13707,0.14779,0.8477,1,1,0.995,0.98661,1,1,0.995,0.82814,0.2148,0.77045,0.12693,0.23026,0.51816,0.00040808,0.00040808,0.00040808
404,7766.93,0.13395,0.69765,0.13067,0.14332,0.84971,1,1,0.995,0.99131,1,1,0.995,0.86416,0.22412,0.73307,0.13244,0.22382,0.5257,0.00040412,0.00040412,0.00040412
405,7786.66,0.13753,0.64069,0.1347,0.14044,0.85127,1,1,0.995,0.98135,1,1,0.995,0.8274,0.22818,0.785,0.13225,0.21592,0.52796,0.00040016,0.00040016,0.00040016
406,7805.56,0.14038,0.65579,0.13746,0.14869,0.85563,1,1,0.995,0.98165,1,1,0.995,0.8331,0.24,0.79634,0.1336,0.21154,0.53206,0.0003962,0.0003962,0.0003962
407,7824.7,0.13741,0.67436,0.14117,0.14271,0.85171,1,1,0.995,0.99117,1,1,0.995,0.86139,0.24784,0.748,0.13,0.21775,0.5335,0.00039224,0.00039224,0.00039224
408,7843.98,0.14269,0.68793,0.14314,0.1485,0.86935,1,1,0.995,0.99217,1,1,0.995,0.84488,0.23493,0.78365,0.13189,0.21053,0.53388,0.00038828,0.00038828,0.00038828
409,7863.33,0.15014,0.71125,0.13035,0.15293,0.86474,1,1,0.995,0.99217,1,1,0.995,0.85114,0.24,0.78119,0.13152,0.21008,0.54268,0.00038432,0.00038432,0.00038432
410,7882.75,0.1372,0.72393,0.13849,0.1446,0.84959,1,1,0.995,0.99197,1,1,0.995,0.82281,0.21647,0.79228,0.12592,0.24348,0.51673,0.00038036,0.00038036,0.00038036
411,7901.73,0.14099,0.63793,0.13523,0.14431,0.83783,1,1,0.995,0.98819,1,1,0.995,0.83271,0.22037,0.75416,0.12728,0.23906,0.52202,0.0003764,0.0003764,0.0003764
412,7920.97,0.14126,0.6427,0.13995,0.14433,0.8423,1,1,0.995,0.98594,1,1,0.995,0.83123,0.2203,0.776,0.12547,0.23184,0.51899,0.00037244,0.00037244,0.00037244
413,7940.34,0.13824,0.62488,0.13366,0.14087,0.85303,0.99826,1,0.995,0.98561,0.99826,1,0.995,0.82208,0.21611,0.82371,0.1272,0.22382,0.52497,0.00036848,0.00036848,0.00036848
414,7959.82,0.14533,0.66687,0.13355,0.13965,0.87301,0.99827,1,0.995,0.98874,0.99827,1,0.995,0.82215,0.21588,0.80468,0.12593,0.23653,0.52332,0.00036452,0.00036452,0.00036452
415,7979.13,0.13574,0.66192,0.13422,0.14195,0.856,0.99827,1,0.995,0.98585,0.99827,1,0.995,0.822,0.20683,0.77511,0.12707,0.22475,0.51669,0.00036056,0.00036056,0.00036056
416,7998.41,0.13407,0.66939,0.12847,0.13975,0.86271,1,1,0.995,0.99107,1,1,0.995,0.84152,0.2168,0.7306,0.12341,0.22495,0.51803,0.0003566,0.0003566,0.0003566
417,8018.17,0.13532,0.6252,0.13565,0.14288,0.85738,1,1,0.995,0.99084,1,1,0.995,0.83534,0.2175,0.76227,0.12482,0.22591,0.52143,0.00035264,0.00035264,0.00035264
418,8037.48,0.13092,0.66288,0.13155,0.13886,0.8563,1,1,0.995,0.98715,1,1,0.995,0.82973,0.25859,0.82332,0.13095,0.21613,0.55369,0.00034868,0.00034868,0.00034868
419,8056.88,0.15116,0.66336,0.12603,0.15147,0.85383,1,1,0.995,0.97332,1,1,0.995,0.81112,0.26252,0.86268,0.13421,0.20939,0.5646,0.00034472,0.00034472,0.00034472
420,8076.15,0.12882,0.63241,0.12524,0.14162,0.84446,1,1,0.995,0.96572,1,1,0.995,0.82733,0.25925,0.81207,0.1293,0.21016,0.55712,0.00034076,0.00034076,0.00034076
421,8095.81,0.1431,0.66028,0.13776,0.1497,0.84441,1,1,0.995,0.98162,1,1,0.995,0.82427,0.24608,0.82301,0.13248,0.20896,0.55183,0.0003368,0.0003368,0.0003368
422,8115.42,0.13584,0.64836,0.14308,0.14547,0.84687,1,1,0.995,0.98237,1,1,0.995,0.84108,0.22561,0.73373,0.13154,0.20006,0.53563,0.00033284,0.00033284,0.00033284
423,8134.76,0.12718,0.61321,0.1341,0.13697,0.85544,1,1,0.995,0.98009,1,1,0.995,0.82997,0.22167,0.75797,0.13546,0.21807,0.53039,0.00032888,0.00032888,0.00032888
424,8153.91,0.13325,0.62175,0.13738,0.14093,0.85231,1,1,0.995,0.99317,1,1,0.995,0.86009,0.22345,0.71466,0.12963,0.24788,0.52624,0.00032492,0.00032492,0.00032492
425,8172.95,0.13137,0.62701,0.14278,0.14256,0.84562,1,1,0.995,0.99036,1,1,0.995,0.84141,0.23044,0.74284,0.1276,0.24304,0.52794,0.00032096,0.00032096,0.00032096
426,8191.74,0.1289,0.60957,0.13515,0.14122,0.84453,1,1,0.995,0.97885,1,1,0.995,0.82795,0.2354,0.7532,0.12577,0.24285,0.53097,0.000317,0.000317,0.000317
427,8210.95,0.13075,0.62172,0.13988,0.14102,0.84771,1,1,0.995,0.98583,1,1,0.995,0.81191,0.22648,0.78449,0.12853,0.22869,0.52804,0.00031304,0.00031304,0.00031304
428,8230.19,0.12407,0.60026,0.1376,0.14084,0.84677,1,1,0.995,0.98341,1,1,0.995,0.84295,0.2275,0.74764,0.13193,0.20521,0.53428,0.00030908,0.00030908,0.00030908
429,8249.32,0.12723,0.58777,0.13016,0.13655,0.85839,1,1,0.995,0.98694,1,1,0.995,0.87569,0.2229,0.69641,0.1294,0.2131,0.52615,0.00030512,0.00030512,0.00030512
430,8268.84,0.12573,0.60184,0.12357,0.13655,0.8673,1,1,0.995,0.98457,1,1,0.995,0.85848,0.21214,0.68485,0.12719,0.21808,0.52485,0.00030116,0.00030116,0.00030116
431,8288.11,0.1225,0.61829,0.13876,0.13506,0.8339,0.99829,1,0.995,0.98595,0.99829,1,0.995,0.84221,0.21125,0.72206,0.12407,0.23088,0.51825,0.0002972,0.0002972,0.0002972
432,8307.28,0.13383,0.66116,0.14609,0.14034,0.85803,0.99827,1,0.995,0.98968,0.99827,1,0.995,0.85211,0.21163,0.7158,0.12046,0.23259,0.51485,0.00029324,0.00029324,0.00029324
433,8326.76,0.11946,0.62829,0.12639,0.13286,0.86838,0.99825,1,0.995,0.98772,0.99825,1,0.995,0.84049,0.215,0.76906,0.1211,0.23354,0.51692,0.00028928,0.00028928,0.00028928
434,8345.63,0.12905,0.61822,0.13977,0.13816,0.85867,1,1,0.995,0.98241,1,1,0.995,0.83418,0.21818,0.75173,0.12222,0.25659,0.52314,0.00028532,0.00028532,0.00028532
435,8364.86,0.1204,0.57858,0.14425,0.13207,0.83352,1,1,0.995,0.98661,1,1,0.995,0.83421,0.21649,0.76901,0.12249,0.23773,0.5215,0.00028136,0.00028136,0.00028136
436,8384.16,0.1231,0.59239,0.13378,0.13013,0.85256,1,1,0.995,0.98638,1,1,0.995,0.84677,0.22731,0.76592,0.12877,0.21199,0.5344,0.0002774,0.0002774,0.0002774
437,8403.62,0.12031,0.59573,0.13361,0.13009,0.84849,1,1,0.995,0.98561,1,1,0.995,0.86737,0.22998,0.71267,0.12697,0.22285,0.53029,0.00027344,0.00027344,0.00027344
438,8422.62,0.1236,0.57317,0.13363,0.13584,0.8547,1,1,0.995,0.99066,1,1,0.995,0.85935,0.21616,0.70827,0.12878,0.21763,0.52006,0.00026948,0.00026948,0.00026948
439,8441.35,0.12817,0.59438,0.13819,0.13974,0.85587,1,1,0.995,0.98888,1,1,0.995,0.86192,0.22405,0.7499,0.13357,0.19966,0.53913,0.00026552,0.00026552,0.00026552
440,8460.16,0.1275,0.61464,0.13249,0.13564,0.85792,1,1,0.995,0.98896,1,1,0.995,0.84036,0.22887,0.81123,0.13404,0.19257,0.54589,0.00026156,0.00026156,0.00026156
441,8479.1,0.12608,0.6008,0.12338,0.13432,0.85823,1,1,0.995,0.98552,1,1,0.995,0.83936,0.21978,0.77596,0.13309,0.19992,0.53599,0.0002576,0.0002576,0.0002576
442,8498.16,0.12309,0.59885,0.13484,0.13461,0.83624,1,1,0.995,0.98695,1,1,0.995,0.84976,0.22523,0.74227,0.13081,0.21502,0.53923,0.00025364,0.00025364,0.00025364
443,8517.18,0.12718,0.57316,0.12304,0.12949,0.86472,1,1,0.995,0.99073,1,1,0.995,0.85455,0.2188,0.71207,0.12578,0.24842,0.53163,0.00024968,0.00024968,0.00024968
444,8536.59,0.12223,0.56364,0.12862,0.13135,0.8486,1,1,0.995,0.99084,1,1,0.995,0.88154,0.22322,0.68844,0.12445,0.25255,0.53548,0.00024572,0.00024572,0.00024572
445,8556.43,0.12545,0.58748,0.1311,0.13304,0.84683,1,1,0.995,0.98954,1,1,0.995,0.85895,0.225,0.71019,0.12571,0.23986,0.53413,0.00024176,0.00024176,0.00024176
446,8575.16,0.11862,0.56844,0.12729,0.13114,0.8525,1,1,0.995,0.99101,1,1,0.995,0.84534,0.22071,0.71694,0.12458,0.22747,0.53454,0.0002378,0.0002378,0.0002378
447,8594.06,0.12456,0.54559,0.13647,0.13409,0.85239,1,1,0.995,0.98908,1,1,0.995,0.8466,0.2236,0.70728,0.12596,0.2235,0.53851,0.00023384,0.00023384,0.00023384
448,8613.12,0.12616,0.56877,0.13506,0.13134,0.85856,1,1,0.995,0.98529,1,1,0.995,0.84546,0.21021,0.77422,0.13037,0.22394,0.5283,0.00022988,0.00022988,0.00022988
449,8632.26,0.12283,0.5693,0.12405,0.12698,0.84179,1,1,0.995,0.98432,1,1,0.995,0.84463,0.21241,0.75439,0.12644,0.21958,0.53117,0.00022592,0.00022592,0.00022592
450,8651.57,0.12009,0.57078,0.12728,0.1288,0.85317,1,1,0.995,0.98673,1,1,0.995,0.86416,0.23335,0.71068,0.12573,0.21479,0.54395,0.00022196,0.00022196,0.00022196
451,8670.83,0.12318,0.58172,0.12608,0.13303,0.84898,1,1,0.995,0.98584,1,1,0.995,0.8587,0.23833,0.67323,0.1268,0.20869,0.54947,0.000218,0.000218,0.000218
452,8690.08,0.12521,0.58013,0.13556,0.13635,0.84473,1,1,0.995,0.99374,1,1,0.995,0.86649,0.22727,0.68052,0.12994,0.20607,0.54703,0.00021404,0.00021404,0.00021404
453,8708.89,0.12138,0.54421,0.13719,0.13557,0.8334,1,1,0.995,0.99207,1,1,0.995,0.85704,0.22923,0.72604,0.13293,0.20932,0.55043,0.00021008,0.00021008,0.00021008
454,8728.25,0.12395,0.54336,0.13785,0.13776,0.84668,1,1,0.995,0.99052,1,1,0.995,0.8461,0.22332,0.71766,0.13052,0.2052,0.54115,0.00020612,0.00020612,0.00020612
455,8747.66,0.12371,0.54757,0.12869,0.13069,0.85825,1,1,0.995,0.995,1,1,0.995,0.87709,0.21734,0.67896,0.12806,0.20307,0.53598,0.00020216,0.00020216,0.00020216
456,8767,0.12292,0.57035,0.12019,0.1296,0.85443,1,1,0.995,0.995,1,1,0.995,0.86819,0.2283,0.69045,0.12736,0.20599,0.54844,0.0001982,0.0001982,0.0001982
457,8786.41,0.12234,0.53182,0.12876,0.13556,0.83941,1,1,0.995,0.98633,1,1,0.995,0.85956,0.23979,0.69107,0.12733,0.21558,0.55551,0.00019424,0.00019424,0.00019424
458,8805.53,0.12234,0.54993,0.13508,0.13164,0.85069,1,1,0.995,0.98608,1,1,0.995,0.85374,0.24156,0.67648,0.129,0.20782,0.55654,0.00019028,0.00019028,0.00019028
459,8824.72,0.11598,0.54382,0.13018,0.12976,0.85213,1,1,0.995,0.98684,1,1,0.995,0.85295,0.22848,0.6764,0.13167,0.19755,0.54757,0.00018632,0.00018632,0.00018632
460,8843.58,0.12102,0.56581,0.13294,0.1323,0.8502,1,1,0.995,0.99264,1,1,0.995,0.86884,0.22516,0.6699,0.13051,0.20592,0.53606,0.00018236,0.00018236,0.00018236
461,8862.48,0.11824,0.55162,0.13812,0.1322,0.85689,1,1,0.995,0.99374,1,1,0.995,0.86267,0.22186,0.68667,0.12891,0.21535,0.5319,0.0001784,0.0001784,0.0001784
462,8881.72,0.11282,0.54538,0.13269,0.12613,0.84574,1,1,0.995,0.99101,1,1,0.995,0.86107,0.21779,0.68696,0.12794,0.22226,0.53243,0.00017444,0.00017444,0.00017444
463,8900.85,0.11488,0.49286,0.13412,0.13255,0.85401,1,1,0.995,0.99374,1,1,0.995,0.86315,0.2197,0.6757,0.12735,0.20731,0.54045,0.00017048,0.00017048,0.00017048
464,8919.85,0.11773,0.51336,0.13038,0.12573,0.84363,1,1,0.995,0.99374,1,1,0.995,0.86506,0.21965,0.66263,0.12779,0.20191,0.54261,0.00016652,0.00016652,0.00016652
465,8939.16,0.11566,0.51077,0.13946,0.1284,0.85138,1,1,0.995,0.98872,1,1,0.995,0.85323,0.23159,0.68037,0.12694,0.20616,0.54104,0.00016256,0.00016256,0.00016256
466,8958.4,0.11709,0.53933,0.13485,0.12684,0.84912,1,1,0.995,0.98418,1,1,0.995,0.84255,0.22443,0.68796,0.12861,0.21044,0.54012,0.0001586,0.0001586,0.0001586
467,8977.83,0.11649,0.51897,0.13554,0.128,0.84464,1,1,0.995,0.98987,1,1,0.995,0.85329,0.22334,0.68203,0.12773,0.20329,0.53842,0.00015464,0.00015464,0.00015464
468,8997.08,0.11316,0.51355,0.13515,0.1263,0.8485,1,1,0.995,0.98987,1,1,0.995,0.85354,0.22599,0.68503,0.12716,0.20047,0.54163,0.00015068,0.00015068,0.00015068
469,9016.31,0.11571,0.50285,0.13208,0.12454,0.84723,1,1,0.995,0.99008,1,1,0.995,0.85558,0.22533,0.69075,0.12675,0.20768,0.54117,0.00014672,0.00014672,0.00014672
470,9035.4,0.11438,0.52631,0.13641,0.12155,0.85721,1,1,0.995,0.995,1,1,0.995,0.86671,0.20548,0.66933,0.12446,0.21852,0.51826,0.00014276,0.00014276,0.00014276
471,9054.46,0.10978,0.51557,0.13707,0.12498,0.84051,1,1,0.995,0.995,1,1,0.995,0.86425,0.20622,0.68338,0.12662,0.20795,0.52396,0.0001388,0.0001388,0.0001388
472,9073.54,0.11185,0.48891,0.12648,0.11595,0.8601,1,1,0.995,0.98967,1,1,0.995,0.84137,0.21339,0.70335,0.12655,0.20892,0.5297,0.00013484,0.00013484,0.00013484
473,9092.56,0.11958,0.50627,0.13232,0.1226,0.83319,1,1,0.995,0.98558,1,1,0.995,0.83662,0.21861,0.69468,0.12421,0.21237,0.52834,0.00013088,0.00013088,0.00013088
474,9111.77,0.11223,0.50463,0.12805,0.12102,0.84438,1,1,0.995,0.98973,1,1,0.995,0.84995,0.2208,0.66892,0.12603,0.20505,0.53373,0.00012692,0.00012692,0.00012692
475,9130.77,0.11204,0.49321,0.14004,0.11984,0.86069,1,1,0.995,0.98754,1,1,0.995,0.85448,0.22576,0.68759,0.12786,0.19552,0.53992,0.00012296,0.00012296,0.00012296
476,9149.77,0.11623,0.50807,0.12913,0.12466,0.86292,1,1,0.995,0.98736,1,1,0.995,0.84939,0.22159,0.71067,0.12738,0.19891,0.53718,0.000119,0.000119,0.000119
477,9169.12,0.11395,0.49271,0.1347,0.1256,0.83418,1,1,0.995,0.98133,1,1,0.995,0.85305,0.21998,0.70166,0.12727,0.20302,0.53628,0.00011504,0.00011504,0.00011504
478,9188.15,0.11281,0.5399,0.11944,0.12535,0.84998,1,1,0.995,0.98677,1,1,0.995,0.85753,0.21635,0.70323,0.12385,0.21265,0.53256,0.00011108,0.00011108,0.00011108
479,9207.69,0.11198,0.5136,0.13218,0.12552,0.84835,1,1,0.995,0.98827,1,1,0.995,0.86773,0.21713,0.69324,0.12573,0.20813,0.53529,0.00010712,0.00010712,0.00010712
480,9226.5,0.10699,0.48287,0.13876,0.12108,0.8486,1,1,0.995,0.98421,1,1,0.995,0.86019,0.21775,0.65245,0.12503,0.20354,0.53493,0.00010316,0.00010316,0.00010316
481,9245.84,0.11493,0.5077,0.13391,0.12937,0.84769,1,1,0.995,0.98176,1,1,0.995,0.86475,0.22276,0.67459,0.12639,0.20852,0.53078,9.92e-05,9.92e-05,9.92e-05
482,9265.14,0.11184,0.46743,0.13381,0.12,0.84508,1,1,0.995,0.98492,1,1,0.995,0.86012,0.21165,0.69539,0.12409,0.20498,0.52283,9.524e-05,9.524e-05,9.524e-05
483,9284.22,0.11425,0.48313,0.13446,0.12152,0.84516,1,1,0.995,0.99351,1,1,0.995,0.8646,0.20991,0.69057,0.12436,0.20311,0.52225,9.128e-05,9.128e-05,9.128e-05
484,9303.12,0.10726,0.47843,0.12553,0.11903,0.85271,1,1,0.995,0.98483,1,1,0.995,0.87492,0.20744,0.66716,0.12208,0.20454,0.52032,8.732e-05,8.732e-05,8.732e-05
485,9322.25,0.10617,0.50093,0.12241,0.12086,0.83864,1,1,0.995,0.98831,1,1,0.995,0.87629,0.20712,0.67463,0.1212,0.20535,0.52048,8.336e-05,8.336e-05,8.336e-05
486,9341.53,0.11251,0.48143,0.13348,0.12053,0.83663,1,1,0.995,0.98643,1,1,0.995,0.88209,0.20684,0.6595,0.1206,0.20802,0.5222,7.94e-05,7.94e-05,7.94e-05
487,9360.87,0.11226,0.50827,0.13601,0.12404,0.84216,1,1,0.995,0.98947,1,1,0.995,0.88912,0.19703,0.6407,0.11788,0.20745,0.51205,7.544e-05,7.544e-05,7.544e-05
488,9380.87,0.10888,0.44777,0.1245,0.12148,0.85497,1,1,0.995,0.99039,1,1,0.995,0.89259,0.19392,0.62325,0.11746,0.20175,0.5053,7.148e-05,7.148e-05,7.148e-05
489,9400.67,0.10913,0.4569,0.12893,0.12151,0.83991,1,1,0.995,0.99364,1,1,0.995,0.89043,0.19471,0.63012,0.11948,0.2015,0.50711,6.752e-05,6.752e-05,6.752e-05
490,9420.27,0.10665,0.46574,0.12961,0.11953,0.86145,1,1,0.995,0.99194,1,1,0.995,0.89123,0.20248,0.63861,0.12132,0.20356,0.51846,6.356e-05,6.356e-05,6.356e-05
491,9440.53,0.11121,0.47196,0.13619,0.11707,0.85371,1,1,0.995,0.99135,1,1,0.995,0.89714,0.20949,0.64931,0.12228,0.20306,0.52336,5.96e-05,5.96e-05,5.96e-05
492,9460.33,0.11028,0.47152,0.12926,0.11823,0.84047,1,1,0.995,0.99317,1,1,0.995,0.89118,0.2116,0.6632,0.12438,0.20177,0.5258,5.564e-05,5.564e-05,5.564e-05
493,9479.51,0.10483,0.45811,0.12657,0.11606,0.85853,1,1,0.995,0.99241,1,1,0.995,0.88586,0.21168,0.66637,0.12511,0.20142,0.52682,5.168e-05,5.168e-05,5.168e-05
494,9498.38,0.11027,0.49345,0.13267,0.11736,0.84608,1,1,0.995,0.99217,1,1,0.995,0.87603,0.21016,0.65862,0.12426,0.20584,0.52256,4.772e-05,4.772e-05,4.772e-05
495,9517.28,0.10343,0.46435,0.1288,0.11864,0.83749,1,1,0.995,0.99217,1,1,0.995,0.86921,0.20814,0.65801,0.12599,0.20485,0.52115,4.376e-05,4.376e-05,4.376e-05
496,9536.17,0.10148,0.44107,0.12797,0.112,0.84626,1,1,0.995,0.99264,1,1,0.995,0.86158,0.20731,0.66875,0.12626,0.20489,0.52061,3.98e-05,3.98e-05,3.98e-05
497,9555.22,0.10492,0.46366,0.13166,0.11684,0.8363,1,1,0.995,0.99284,1,1,0.995,0.8606,0.20811,0.66935,0.12639,0.20388,0.52202,3.584e-05,3.584e-05,3.584e-05
498,9574.37,0.10721,0.47817,0.12821,0.11894,0.82661,1,1,0.995,0.99331,1,1,0.995,0.8694,0.20613,0.66745,0.12557,0.20121,0.51871,3.188e-05,3.188e-05,3.188e-05
499,9593.78,0.10613,0.48181,0.12056,0.1178,0.83849,1,1,0.995,0.99341,1,1,0.995,0.88121,0.20468,0.67112,0.12537,0.20051,0.51817,2.792e-05,2.792e-05,2.792e-05
500,9613.78,0.10227,0.46235,0.1323,0.11589,0.82886,1,1,0.995,0.99341,1,1,0.995,0.87795,0.20474,0.65401,0.12512,0.20104,0.51955,2.396e-05,2.396e-05,2.396e-05
